idx,unique_carrier,yearmonth,total_departures_scheduled,total_departures_performed,agg_seat_count,total_passenger_count,total_miles_traveled,total_minutes_r2r,total_air_minutes,year,month,carrier_name,total_fuel_cost,full_date,month_stock_price_max,month_stock_price_min,month_stock_price_open,month_stock_price_close,month_stock_price_volume,adj_month_stock_price_close,stock_symbol
390,DL,2014-07,72775.0,72992.0,11412190.0,10117990.0,2290274.0,10468692.0,8659240.0,2014,7,Delta Air Lines Inc.,639035410.0,2014-07-01,40.40999984741211,34.77000045776367,39.0,37.459999084472656,317442000.0,33.796485900878906,DAL
391,DL,2014-08,72992.0,73163.0,11437472.0,9940084.0,2318467.0,10495886.0,8663926.0,2014,8,Delta Air Lines Inc.,603720416.0,2014-08-01,40.77000045776367,34.59000015258789,37.38000106811523,39.58000183105469,193088500.0,35.70915603637695,DAL
392,DL,2014-09,67132.0,67482.0,10563039.0,8692515.0,2290446.0,9401328.0,7703965.0,2014,9,Delta Air Lines Inc.,476767387.0,2014-09-01,40.97000122070313,35.18000030517578,39.79999923706055,36.150001525878906,232775300.0,32.695831298828125,DAL
393,DL,2014-10,70746.0,71385.0,11154145.0,9487901.0,2284695.0,9921608.0,8157544.0,2014,10,Delta Air Lines Inc.,570389917.0,2014-10-01,40.400001525878906,30.1200008392334,35.349998474121094,40.22999954223633,500833200.0,36.38596725463867,DAL
394,DL,2014-11,59056.0,67621.0,10534949.0,8610667.0,2238616.0,9365693.0,7701090.0,2014,11,Delta Air Lines Inc.,463784118.0,2014-11-01,47.18999862670898,40.22999954223633,40.27999877929688,46.66999816894531,222572900.0,42.21062469482422,DAL
395,DL,2014-12,66572.0,67091.0,10419964.0,8601319.0,3032960.0,9605851.0,7936064.0,2014,12,Delta Air Lines Inc.,489906720.0,2014-12-01,50.15999984741211,43.900001525878906,46.54999923706055,49.18999862670898,274485500.0,44.58464431762695,DAL
396,DL,2015-01,64512.0,64324.0,9981651.0,7814857.0,3246277.0,9208163.0,7547925.0,2015,1,Delta Air Lines Inc.,746745421.0,2015-01-01,51.06000137329102,44.47000122070313,49.91999816894531,47.31000137329102,237076100.0,42.88066482543945,DAL
397,DL,2015-02,46710.0,59666.0,9268905.0,7665020.0,2541919.0,8556679.0,6976141.0,2015,2,Delta Air Lines Inc.,719404667.0,2015-02-01,48.27000045776367,43.349998474121094,47.099998474121094,44.52000045776367,254968300.0,40.35187149047852,DAL
398,DL,2015-03,74180.0,74206.0,11480138.0,9955122.0,2736834.0,10523856.0,8674000.0,2015,3,Delta Air Lines Inc.,858238163.0,2015-03-01,47.63000106811523,42.599998474121094,44.52000045776367,44.959999084472656,250312400.0,40.83277893066406,DAL
399,DL,2015-04,72197.0,72499.0,11202287.0,9586523.0,2879954.0,10171490.0,8407340.0,2015,4,Delta Air Lines Inc.,852128242.0,2015-04-01,47.38000106811523,41.02000045776367,43.66999816894531,44.63999938964844,248219300.0,40.542152404785156,DAL
400,DL,2015-05,74849.0,75089.0,11604353.0,10075251.0,2634423.0,10457873.0,8652547.0,2015,5,Delta Air Lines Inc.,891445741.0,2015-05-01,47.97999954223633,41.72000122070313,44.810001373291016,42.91999816894531,265764600.0,38.98005294799805,DAL
401,DL,2015-06,77299.0,77481.0,11888909.0,10510062.0,2870648.0,10914258.0,8955072.0,2015,6,Delta Air Lines Inc.,946712416.0,2015-06-01,44.790000915527344,38.97000122070313,43.209999084472656,41.08000183105469,254316900.0,37.38560104370117,DAL
402,DL,2015-07,80768.0,81044.0,12398324.0,10932350.0,2440614.0,11481943.0,9438554.0,2015,7,Delta Air Lines Inc.,941029597.0,2015-07-01,46.63999938964844,38.810001373291016,41.75,44.34000015258789,241314400.0,40.3524169921875,DAL
403,DL,2015-08,80989.0,81352.0,12421287.0,10708217.0,2578260.0,11485666.0,9457944.0,2015,8,Delta Air Lines Inc.,921945979.0,2015-08-01,48.29999923706055,34.610000610351555,44.68000030517578,43.77999877929688,206432300.0,39.84278106689453,DAL
404,DL,2015-09,72106.0,72508.0,11144013.0,9365699.0,2735175.0,9887925.0,8126283.0,2015,9,Delta Air Lines Inc.,759404602.0,2015-09-01,48.18000030517578,43.29999923706055,43.95000076293945,44.86999893188477,185918900.0,40.95403671264648,DAL
405,DL,2015-10,75579.0,76150.0,11674440.0,10243200.0,2678979.0,10400001.0,8586850.0,2015,10,Delta Air Lines Inc.,864108715.0,2015-10-01,51.65999984741211,43.349998474121094,44.709999084472656,50.84000015258789,212276100.0,46.40302276611328,DAL
406,DL,2015-11,72253.0,72829.0,11140694.0,9523518.0,2886423.0,9989024.0,8233155.0,2015,11,Delta Air Lines Inc.,740087122.0,2015-11-01,52.0,46.36999893188477,50.9000015258789,46.459999084472656,161461800.0,42.4052734375,DAL
407,DL,2015-12,70808.0,71238.0,10907876.0,9187466.0,3296960.0,10231338.0,8452012.0,2015,12,Delta Air Lines Inc.,782248025.0,2015-12-01,52.77000045776367,46.58000183105469,46.81000137329102,50.68999862670898,196595800.0,46.3889045715332,DAL
408,DL,2016-01,69750.0,69442.0,10598823.0,8520850.0,3721259.0,9865148.0,8093595.0,2016,1,Delta Air Lines Inc.,430704972.0,2016-01-01,49.75,42.41999816894531,49.41999816894531,44.290000915527344,237549100.0,40.53194808959961,DAL
409,DL,2016-02,67772.0,68110.0,10447112.0,8382423.0,3322233.0,9609413.0,7890859.0,2016,2,Delta Air Lines Inc.,418711893.0,2016-02-01,49.45000076293945,40.02999877929688,44.72999954223633,48.2400016784668,207000600.0,44.146785736083984,DAL
410,DL,2016-03,78216.0,78929.0,12096464.0,10268092.0,3386074.0,11197817.0,9295010.0,2016,3,Delta Air Lines Inc.,474280366.0,2016-03-01,50.5,46.0099983215332,48.72999954223633,48.68000030517578,179764700.0,44.69075012207031,DAL
411,DL,2016-04,76618.0,77107.0,11796943.0,9935670.0,3286228.0,10672219.0,8857847.0,2016,4,Delta Air Lines Inc.,467695114.0,2016-04-01,49.79999923706055,41.22000122070313,47.5,41.66999816894531,220586000.0,38.25520324707031,DAL
412,DL,2016-05,80565.0,80822.0,12452474.0,10752647.0,2284836.0,11121304.0,9222781.0,2016,5,Delta Air Lines Inc.,505968071.0,2016-05-01,44.65999984741211,40.63999938964844,42.11000061035156,43.459999084472656,213295600.0,39.898521423339844,DAL
413,DL,2016-06,81527.0,82001.0,12579768.0,10867892.0,2774914.0,11517279.0,9466223.0,2016,6,Delta Air Lines Inc.,526504440.0,2016-06-01,43.709999084472656,32.59999847412109,43.459999084472656,36.43000030517578,286189400.0,33.55236053466797,DAL
414,DL,2016-07,83698.0,83935.0,12907640.0,11009369.0,2347542.0,12011260.0,9891987.0,2016,7,Delta Air Lines Inc.,558943709.0,2016-07-01,41.349998474121094,34.080001831054695,36.40999984741211,38.75,235529600.0,35.68910217285156,DAL
415,DL,2016-08,84549.0,83105.0,12806222.0,10389002.0,2539006.0,11798786.0,9717886.0,2016,8,Delta Air Lines Inc.,535785231.0,2016-08-01,39.5099983215332,35.84000015258789,38.91999816894531,36.75,220496600.0,33.847091674804695,DAL
416,DL,2016-09,75491.0,75858.0,11741458.0,9769526.0,2284060.0,10294819.0,8491389.0,2016,9,Delta Air Lines Inc.,498229067.0,2016-09-01,40.22999954223633,36.31999969482422,37.0,39.36000061035156,199614800.0,36.449607849121094,DAL
417,DL,2016-10,78978.0,79216.0,12239057.0,10438801.0,2188939.0,10685608.0,8847555.0,2016,10,Delta Air Lines Inc.,552229834.0,2016-10-01,42.40999984741211,37.90999984741211,39.25,41.77000045776367,238857100.0,38.6814079284668,DAL
418,DL,2016-11,74106.0,74866.0,11583879.0,9912127.0,2656293.0,10151411.0,8395391.0,2016,11,Delta Air Lines Inc.,495375994.0,2016-11-01,49.40999984741211,41.54999923706055,41.84000015258789,48.18000030517578,205692000.0,44.61742401123047,DAL
419,DL,2016-12,71630.0,72326.0,11161626.0,9428937.0,2810878.0,10599227.0,8743982.0,2016,12,Delta Air Lines Inc.,527198403.0,2016-12-01,52.7599983215332,47.59000015258789,47.959999084472656,49.18999862670898,153611800.0,45.7623519897461,DAL
420,DL,2017-01,69849.0,69954.0,10802419.0,8591658.0,2960238.0,10156680.0,8339543.0,2017,1,Delta Air Lines Inc.,662845978.0,2017-01-01,52.0,46.56999969482422,49.36999893188477,47.2400016784668,165064700.0,43.9482307434082,DAL
421,DL,2017-02,65334.0,65546.0,10174600.0,8288649.0,2492316.0,9309708.0,7740081.0,2017,2,Delta Air Lines Inc.,646794364.0,2017-02-01,51.959999084472656,46.47999954223633,47.47999954223633,49.93000030517578,133429300.0,46.45079040527344,DAL
422,DL,2017-03,79082.0,79490.0,12353198.0,10644776.0,2726006.0,11447742.0,9527677.0,2017,3,Delta Air Lines Inc.,783920862.0,2017-03-01,51.86999893188477,44.47000122070313,50.40999984741211,45.959999084472656,215936500.0,42.927162170410156,DAL
423,DL,2017-04,77051.0,74590.0,11555829.0,9741315.0,2453352.0,10604627.0,8804045.0,2017,4,Delta Air Lines Inc.,824085334.0,2017-04-01,47.54999923706055,43.810001373291016,45.959999084472656,45.43999862670898,173916400.0,42.44148254394531,DAL
424,DL,2017-05,80749.0,81086.0,12558466.0,10868426.0,2129644.0,11415408.0,9452127.0,2017,5,Delta Air Lines Inc.,867781525.0,2017-05-01,50.95000076293945,45.4000015258789,45.59000015258789,49.13000106811523,163479400.0,45.88798141479492,DAL
425,DL,2017-06,81043.0,81357.0,12593595.0,11028703.0,2595595.0,11801698.0,9735314.0,2017,6,Delta Air Lines Inc.,882006522.0,2017-06-01,54.52999877929688,49.29999923706055,49.31999969482422,53.7400016784668,175868300.0,50.39992141723633,DAL
426,DL,2017-07,83609.0,83994.0,13001386.0,11372552.0,2446259.0,12354847.0,10210435.0,2017,7,Delta Air Lines Inc.,936893344.0,2017-07-01,55.75,49.2599983215332,54.2599983215332,49.36000061035156,161568200.0,46.29214477539063,DAL
427,DL,2017-08,84820.0,85044.0,13215166.0,11369844.0,2653181.0,12303907.0,10208785.0,2017,8,Delta Air Lines Inc.,894197720.0,2017-08-01,51.54999923706055,45.0,49.77999877929688,47.18999862670898,165127400.0,44.25701141357422,DAL
428,DL,2017-09,75489.0,74438.0,11667259.0,9476436.0,2290999.0,10351744.0,8587210.0,2017,9,Delta Air Lines Inc.,770036027.0,2017-09-01,49.27999877929688,44.59000015258789,47.41999816894531,48.22000122070313,164672300.0,45.51506805419922,DAL
429,DL,2017-10,79499.0,80297.0,12532327.0,10790244.0,2319378.0,11139498.0,9259521.0,2017,10,Delta Air Lines Inc.,762368423.0,2017-10-01,54.06000137329102,47.9000015258789,48.349998474121094,50.02999877929688,161469100.0,47.22353744506836,DAL
430,DL,2017-11,74370.0,75107.0,11730548.0,10025434.0,2609008.0,10370643.0,8644239.0,2017,11,Delta Air Lines Inc.,655726062.0,2017-11-01,53.5,48.33000183105469,50.18999862670898,52.91999816894531,120895100.0,49.95141983032226,DAL
431,DL,2017-12,72820.0,71580.0,11130554.0,9244816.0,2782873.0,10660184.0,8780359.0,2017,12,Delta Air Lines Inc.,703536896.0,2017-12-01,56.84000015258789,51.7599983215332,52.54999923706055,56.0,137221700.0,53.1875,DAL
432,DL,2018-01,71292.0,70430.0,11021146.0,8622935.0,2736575.0,10293183.0,8513753.0,2018,1,Delta Air Lines Inc.,562392438.0,2018-01-01,60.790000915527344,53.88000106811523,56.290000915527344,56.77000045776367,217524400.0,53.91882705688477,DAL
433,DL,2018-02,66307.0,66864.0,10486510.0,8588942.0,2272383.0,9743160.0,8082830.0,2018,2,Delta Air Lines Inc.,512424644.0,2018-02-01,57.18000030517578,48.52000045776367,56.5099983215332,53.9000015258789,156682300.0,51.19296646118164,DAL
434,DL,2018-03,81376.0,81231.0,12726941.0,10953614.0,2494561.0,11779813.0,9817399.0,2018,3,Delta Air Lines Inc.,609257127.0,2018-03-01,57.31000137329102,51.81000137329102,53.86999893188477,54.81000137329102,136801500.0,52.35766220092773,DAL
435,DL,2018-04,79016.0,79383.0,12404425.0,10510471.0,2472652.0,11376703.0,9471004.0,2018,4,Delta Air Lines Inc.,598624785.0,2018-04-01,56.02000045776367,50.95000076293945,54.59000015258789,52.22000122070313,166861300.0,49.883544921875,DAL
436,DL,2018-05,81744.0,82097.0,12878275.0,11096408.0,2084576.0,11748898.0,9766576.0,2018,5,Delta Air Lines Inc.,654812923.0,2018-05-01,56.11999893188477,51.09000015258789,52.27000045776367,54.04999923706055,138665600.0,51.63166427612305,DAL
437,DL,2018-06,83666.0,83962.0,13131292.0,11499515.0,2568622.0,12332228.0,10210621.0,2018,6,Delta Air Lines Inc.,712864450.0,2018-06-01,55.84000015258789,49.04999923706055,54.41999816894531,49.540000915527344,133617700.0,47.60472869873047,DAL
438,DL,2018-07,86567.0,86925.0,13634308.0,11985855.0,2348175.0,12918575.0,10723907.0,2018,7,Delta Air Lines Inc.,688490352.0,2018-07-01,55.04999923706055,48.52000045776367,49.25,54.41999816894531,150839400.0,52.2940902709961,DAL
439,DL,2018-08,87986.0,88289.0,13863196.0,11995746.0,2299758.0,12962584.0,10731556.0,2018,8,Delta Air Lines Inc.,669235386.0,2018-08-01,58.86999893188477,52.93999862670898,54.790000915527344,58.47999954223633,96064700.0,56.57866287231445,DAL
440,DL,2018-09,78163.0,78573.0,12440496.0,10080750.0,2086874.0,11053890.0,9178444.0,2018,9,Delta Air Lines Inc.,602353484.0,2018-09-01,60.22999954223633,55.68999862670898,58.5,57.83000183105469,100806000.0,55.94980239868164,DAL
441,DL,2018-10,82173.0,82927.0,13136695.0,11129384.0,2180067.0,11571429.0,9622993.0,2018,10,,,2018-10-01,58.13999938964844,49.68000030517578,57.9900016784668,54.72999954223633,186771600.0,52.95058822631836,DAL
442,DL,2018-11,76338.0,77030.0,12265451.0,10590629.0,2492875.0,10968089.0,9050068.0,2018,11,,,2018-11-01,61.31999969482422,54.75,54.93000030517578,60.709999084472656,131488300.0,58.73616409301758,DAL
443,DL,2018-12,75076.0,75800.0,12039026.0,10046619.0,2561946.0,11207043.0,9310937.0,2018,12,,,2018-12-01,61.06999969482422,47.9000015258789,61.0,49.9000015258789,145415900.0,48.58098220825195,DAL
444,DL,2019-01,73983.0,74285.0,11817552.0,9291293.0,2548277.0,11029367.0,9126230.0,2019,1,Delta Air Lines Inc.,546581010.0,2019-01-01,50.45000076293945,45.08000183105469,49.25,49.43000030517578,199934200.0,48.12340545654297,DAL
445,DL,2019-02,67385.0,67891.0,10833798.0,8902634.0,1999067.0,10105384.0,8326280.0,2019,2,Delta Air Lines Inc.,499657381.0,2019-02-01,52.22000122070313,49.540000915527344,49.63000106811523,49.58000183105469,128870700.0,48.26944351196289,DAL
446,DL,2019-03,84266.0,84866.0,13538091.0,11775732.0,2366782.0,12412219.0,10369648.0,2019,3,Delta Air Lines Inc.,554695520.0,2019-03-01,52.08000183105469,48.22000122070313,49.36999893188477,51.6500015258789,166809100.0,50.63615798950195,DAL
447,DL,2019-04,81945.0,82395.0,13060555.0,11279882.0,2280863.0,11915144.0,9949288.0,2019,4,Delta Air Lines Inc.,622668832.0,2019-04-01,58.9900016784668,51.52000045776367,51.81999969482422,58.290000915527344,148507900.0,57.14582061767578,DAL
448,NK,2010-01,3498.0,3498.0,526555.0,417249.0,70633.0,537579.0,459441.0,2010,1,Spirit Air Lines,21040000.0,,,,,,,,
449,NK,2010-02,3071.0,3071.0,464348.0,365200.0,65662.0,477224.0,404040.0,2010,2,Spirit Air Lines,13573000.0,,,,,,,,
450,NK,2010-03,3794.0,3794.0,574635.0,483408.0,81204.0,579596.0,494379.0,2010,3,Spirit Air Lines,19243000.0,,,,,,,,
451,NK,2010-04,3808.0,3808.0,576126.0,476774.0,90954.0,571365.0,489113.0,2010,4,Spirit Air Lines,19642000.0,,,,,,,,
452,NK,2010-05,3922.0,3922.0,599501.0,494467.0,91343.0,582618.0,496195.0,2010,5,Spirit Air Lines,24747000.0,,,,,,,,
453,NK,2010-06,3115.0,3115.0,474199.0,367195.0,100648.0,457051.0,389076.0,2010,6,Spirit Air Lines,16306000.0,,,,,,,,
454,NK,2010-07,4146.0,4146.0,638924.0,552344.0,91376.0,607717.0,516994.0,2010,7,Spirit Air Lines,21761000.0,,,,,,,,
455,NK,2010-08,4089.0,4089.0,630676.0,539379.0,91321.0,601488.0,511421.0,2010,8,Spirit Air Lines,25601000.0,,,,,,,,
456,NK,2010-09,3821.0,3821.0,588515.0,453302.0,100244.0,568046.0,486679.0,2010,9,Spirit Air Lines,16203000.0,,,,,,,,
457,NK,2010-10,4073.0,4073.0,628089.0,533091.0,101168.0,609203.0,524045.0,2010,10,Spirit Air Lines,23296000.0,,,,,,,,
458,NK,2010-11,3963.0,3963.0,604886.0,512116.0,124430.0,605802.0,520952.0,2010,11,Spirit Air Lines,23004143.0,,,,,,,,
459,NK,2010-12,3924.0,3924.0,595830.0,492037.0,106212.0,611478.0,521661.0,2010,12,Spirit Air Lines,23746804.0,,,,,,,,
460,NK,2011-01,3840.0,3840.0,595412.0,487811.0,106184.0,597976.0,507889.0,2011,1,Spirit Air Lines,41991357.0,,,,,,,,
461,NK,2011-02,3585.0,3585.0,556268.0,451735.0,105410.0,560050.0,477909.0,2011,2,Spirit Air Lines,41563525.0,,,,,,,,
462,NK,2011-03,4535.0,4535.0,707815.0,599250.0,118806.0,706370.0,602547.0,2011,3,Spirit Air Lines,48110328.0,,,,,,,,
463,NK,2011-04,4533.0,4533.0,701036.0,588445.0,132895.0,707918.0,603396.0,2011,4,Spirit Air Lines,46361748.0,,,,,,,,
464,NK,2011-05,4882.0,4882.0,752430.0,635455.0,156223.0,714770.0,606730.0,2011,5,Spirit Air Lines,44505773.0,2011-05-01,11.899999618530273,11.109999656677246,11.350000381469727,11.800000190734865,7947800.0,11.800000190734865,SAVE
465,NK,2011-06,4712.0,4712.0,731813.0,627514.0,125050.0,684278.0,577254.0,2011,6,Spirit Air Lines,44384813.0,2011-06-01,12.329999923706055,11.479999542236328,11.68000030517578,11.989999771118164,10729100.0,11.989999771118164,SAVE
466,NK,2011-07,0.0,5027.0,780487.0,700435.0,126659.0,730872.0,616007.0,2011,7,Spirit Air Lines,48894363.0,2011-07-01,14.43000030517578,12.010000228881836,12.079999923706055,13.100000381469727,6192000.0,13.100000381469727,SAVE
467,NK,2011-08,4842.0,4842.0,747787.0,651407.0,140550.0,702949.0,592435.0,2011,8,Spirit Air Lines,49108900.0,2011-08-01,13.649999618530273,10.18000030517578,13.34000015258789,12.079999923706055,4440600.0,12.079999923706055,SAVE
468,NK,2011-09,4469.0,4469.0,690181.0,559727.0,137243.0,619801.0,517943.0,2011,9,Spirit Air Lines,46982672.0,2011-09-01,12.859999656677244,10.729999542236328,12.119999885559082,12.5,2379700.0,12.5,SAVE
469,NK,2011-10,4717.0,4717.0,727594.0,627098.0,120498.0,654656.0,548096.0,2011,10,Spirit Air Lines,43855040.0,2011-10-01,17.209999084472653,11.420000076293945,12.34000015258789,16.459999084472653,3006500.0,16.459999084472653,SAVE
470,NK,2011-11,4757.0,4757.0,735661.0,620454.0,149094.0,681434.0,574781.0,2011,11,Spirit Air Lines,45765538.0,2011-11-01,17.479999542236328,14.3100004196167,16.030000686645508,16.129999160766598,5247400.0,16.129999160766598,SAVE
471,NK,2011-12,5093.0,5093.0,785789.0,641220.0,122369.0,737520.0,622341.0,2011,12,Spirit Air Lines,50222533.0,2011-12-01,16.989999771118164,14.670000076293945,15.789999961853027,15.600000381469727,4061400.0,15.600000381469727,SAVE
472,NK,2012-01,0.0,4913.0,768050.0,624365.0,125882.0,717755.0,606514.0,2012,1,Spirit Air Lines,29253557.0,2012-01-01,17.190000534057614,13.899999618530273,15.699999809265135,16.790000915527347,14979700.0,16.790000915527347,SAVE
473,NK,2012-02,4776.0,4776.0,754046.0,638439.0,144314.0,702697.0,594356.0,2012,2,Spirit Air Lines,25893176.0,2012-02-01,19.959999084472656,16.329999923706055,16.809999465942386,19.530000686645508,16979200.0,19.530000686645508,SAVE
474,NK,2012-03,5806.0,5806.0,918454.0,785448.0,161843.0,853972.0,722740.0,2012,3,Spirit Air Lines,30833796.0,2012-03-01,20.700000762939453,18.450000762939453,19.56999969482422,20.06999969482422,10905500.0,20.06999969482422,SAVE
475,NK,2012-04,0.0,5649.0,892553.0,744635.0,166028.0,827495.0,704244.0,2012,4,Spirit Air Lines,32468178.0,2012-04-01,24.229999542236328,19.21999931335449,19.920000076293945,24.020000457763672,14523600.0,24.020000457763672,SAVE
476,NK,2012-05,5637.0,5637.0,894933.0,747571.0,240049.0,814941.0,686149.0,2012,5,Spirit Air Lines,39436237.0,2012-05-01,24.75,19.770000457763672,24.04999923706055,20.61000061035156,14253400.0,20.61000061035156,SAVE
477,NK,2012-06,0.0,5801.0,923001.0,792511.0,212056.0,820696.0,685850.0,2012,6,Spirit Air Lines,41287248.0,2012-06-01,21.0,17.40999984741211,19.75,19.459999084472656,21104400.0,19.459999084472656,SAVE
478,NK,2012-07,0.0,6179.0,985849.0,870257.0,203647.0,873277.0,727129.0,2012,7,Spirit Air Lines,42442868.0,2012-07-01,23.1299991607666,18.600000381469727,19.040000915527344,21.51000022888184,15428400.0,21.51000022888184,SAVE
479,NK,2012-08,0.0,6218.0,982488.0,843790.0,220015.0,878005.0,733261.0,2012,8,Spirit Air Lines,40967959.0,2012-08-01,20.950000762939453,19.01000022888184,20.1299991607666,19.549999237060547,15050400.0,19.549999237060547,SAVE
480,NK,2012-09,5631.0,5631.0,891869.0,736744.0,200716.0,795721.0,671106.0,2012,9,Spirit Air Lines,38433033.0,2012-09-01,19.93000030517578,15.850000381469727,19.40999984741211,17.079999923706055,18464200.0,17.079999923706055,SAVE
481,NK,2012-10,0.0,5642.0,887787.0,768669.0,178868.0,809519.0,684123.0,2012,10,Spirit Air Lines,41066618.0,2012-10-01,17.989999771118164,16.680000305175778,17.049999237060547,17.68000030517578,9068000.0,17.68000030517578,SAVE
482,NK,2012-11,0.0,5850.0,926193.0,771077.0,242962.0,865668.0,737556.0,2012,11,Spirit Air Lines,39655872.0,2012-11-01,18.0,15.640000343322756,17.6200008392334,16.780000686645508,8076800.0,16.780000686645508,SAVE
483,NK,2012-12,6074.0,6074.0,965767.0,811328.0,197012.0,922878.0,784829.0,2012,12,Spirit Air Lines,45812193.0,2012-12-01,18.0,16.469999313354492,16.809999465942386,17.729999542236328,10706100.0,17.729999542236328,SAVE
484,NK,2013-01,5957.0,5957.0,947971.0,784276.0,207523.0,901988.0,768118.0,2013,1,Spirit Air Lines,50724028.0,2013-01-01,19.959999084472656,17.399999618530273,18.0,19.38999938964844,9041500.0,19.38999938964844,SAVE
485,NK,2013-02,0.0,5679.0,906303.0,746340.0,214119.0,859470.0,726511.0,2013,2,Spirit Air Lines,45844843.0,2013-02-01,21.32999992370605,18.51000022888184,19.5,20.25,7780600.0,20.25,SAVE
486,NK,2013-03,6676.0,6676.0,1066842.0,932484.0,178077.0,1004100.0,847098.0,2013,3,Spirit Air Lines,51902823.0,2013-03-01,26.8700008392334,20.200000762939453,20.200000762939453,25.36000061035156,15752400.0,25.36000061035156,SAVE
487,NK,2013-04,6547.0,6547.0,1046667.0,867042.0,312599.0,985807.0,830930.0,2013,4,Spirit Air Lines,49678483.0,2013-04-01,27.07999992370605,24.29999923706055,25.1299991607666,26.70000076293945,13765900.0,26.70000076293945,SAVE
488,NK,2013-05,6846.0,6846.0,1104070.0,950146.0,233452.0,1023218.0,861284.0,2013,5,Spirit Air Lines,52570922.0,2013-05-01,31.65999984741211,26.63999938964844,26.63999938964844,30.43000030517578,13777900.0,30.43000030517578,SAVE
489,NK,2013-06,6732.0,6732.0,1081926.0,952004.0,269915.0,1006970.0,843748.0,2013,6,Spirit Air Lines,52602684.0,2013-06-01,33.75,29.20000076293945,30.01000022888184,31.71999931335449,16648400.0,31.71999931335449,SAVE
490,NK,2013-07,7163.0,7163.0,1158575.0,1061720.0,223391.0,1072015.0,897670.0,2013,7,Spirit Air Lines,54171960.0,2013-07-01,36.83000183105469,31.420000076293945,31.79999923706055,33.049999237060554,15648300.0,33.049999237060554,SAVE
491,NK,2013-08,7120.0,7120.0,1154379.0,1054224.0,275526.0,1057127.0,886804.0,2013,8,Spirit Air Lines,67341863.0,2013-08-01,35.220001220703125,29.649999618530273,33.389999389648445,31.170000076293945,16758700.0,31.170000076293945,SAVE
492,NK,2013-09,6547.0,6547.0,1059711.0,894234.0,286508.0,1000538.0,846667.0,2013,9,Spirit Air Lines,50063393.0,2013-09-01,35.15999984741211,30.920000076293945,31.56999969482422,34.27000045776367,15223900.0,34.27000045776367,SAVE
493,NK,2013-10,6716.0,6716.0,1087901.0,937678.0,243774.0,1038539.0,882601.0,2013,10,Spirit Air Lines,47034106.0,2013-10-01,46.4000015258789,32.5,34.330001831054695,43.150001525878906,24000000.0,43.150001525878906,SAVE
494,NK,2013-11,6797.0,6797.0,1098036.0,920062.0,314103.0,1065914.0,910999.0,2013,11,Spirit Air Lines,46836251.0,2013-11-01,46.91999816894531,41.40999984741211,43.15999984741211,45.86999893188477,15279000.0,45.86999893188477,SAVE
495,NK,2013-12,6992.0,6992.0,1127088.0,992764.0,232716.0,1129048.0,955035.0,2013,12,Spirit Air Lines,44027428.0,2013-12-01,47.61999893188477,42.25,45.86999893188477,45.40999984741211,13320700.0,45.40999984741211,SAVE
496,NK,2014-01,7038.0,7038.0,1135200.0,958808.0,248533.0,1140011.0,961345.0,2014,1,Spirit Air Lines,38303790.0,2014-01-01,51.95000076293945,44.560001373291016,45.36000061035156,46.9000015258789,16042100.0,46.9000015258789,SAVE
497,NK,2014-02,6446.0,6446.0,1046982.0,897689.0,246588.0,1034651.0,877018.0,2014,2,Spirit Air Lines,28831121.0,2014-02-01,57.66999816894531,43.34000015258789,46.90999984741211,56.47999954223633,18717700.0,56.47999954223633,SAVE
498,NK,2014-03,7373.0,7373.0,1200768.0,1063467.0,248713.0,1167985.0,990934.0,2014,3,Spirit Air Lines,45290362.0,2014-03-01,63.88999938964844,55.099998474121094,55.20000076293945,59.4000015258789,22714300.0,59.4000015258789,SAVE
499,NK,2014-04,7263.0,7263.0,1184979.0,1010031.0,259391.0,1135179.0,968505.0,2014,4,Spirit Air Lines,36494638.0,2014-04-01,62.91999816894531,53.25,59.70000076293945,56.84000015258789,26371300.0,56.84000015258789,SAVE
500,NK,2014-05,7612.0,7612.0,1238147.0,1082042.0,285232.0,1163601.0,985102.0,2014,5,Spirit Air Lines,47928866.0,2014-05-01,59.88999938964844,53.27000045776367,56.9000015258789,59.08000183105469,14572000.0,59.08000183105469,SAVE
501,NK,2014-06,7466.0,7466.0,1219431.0,1092065.0,276379.0,1145982.0,965976.0,2014,6,Spirit Air Lines,43090936.0,2014-06-01,64.94000244140625,58.25,59.0,63.2400016784668,26687700.0,63.2400016784668,SAVE
502,NK,2014-07,7747.0,7747.0,1265108.0,1159015.0,260846.0,1179048.0,993524.0,2014,7,Spirit Air Lines,42299858.0,2014-07-01,70.0,60.88000106811523,63.38999938964844,65.41999816894531,17680500.0,65.41999816894531,SAVE
503,NK,2014-08,0.0,8195.0,1336833.0,1195924.0,282206.0,1229277.0,1032040.0,2014,8,Spirit Air Lines,39375326.0,2014-08-01,73.62000274658203,63.099998474121094,65.37000274658203,70.38999938964844,10708300.0,70.38999938964844,SAVE
504,NK,2014-09,7803.0,7803.0,1270011.0,1024669.0,325572.0,1189953.0,1005496.0,2014,9,Spirit Air Lines,34217928.0,2014-09-01,74.0,66.80000305175781,70.5,69.13999938964844,14999200.0,69.13999938964844,SAVE
505,NK,2014-10,8089.0,8089.0,1370196.0,1119231.0,283218.0,1235374.0,1046282.0,2014,10,Spirit Air Lines,35805171.0,2014-10-01,73.91999816894531,52.75,68.33999633789061,73.11000061035156,46493000.0,73.11000061035156,SAVE
