unique_carrier,yearmonth,departures_scheduled,departures_performed,seats,passengers,distance,ramp_to_ramp,air_time
WN,2015-10,104516.0,104372.0,15238105.0,12767452.0,2154829.0,12437699.0,10565554.0
WN,2015-11,104045.0,103271.0,15101545.0,12299683.0,2564554.0,12542556.0,10671172.0
WN,2015-12,107476.0,106123.0,15515258.0,12544685.0,2517568.0,12993659.0,11044557.0
WN,2016-01,104154.0,101683.0,14907096.0,11067167.0,2608265.0,12421480.0,10540083.0
WN,2016-02,97225.0,95960.0,14075602.0,10682663.0,2318287.0,11665358.0,9912879.0
WN,2016-03,112003.0,110920.0,16258837.0,13221532.0,2608671.0,13725569.0,11718303.0
WN,2016-04,107855.0,107076.0,15711587.0,12736132.0,2597554.0,13141959.0,11225489.0
WN,2016-05,109847.0,109626.0,16105797.0,13386640.0,2425110.0,13362435.0,11406422.0
WN,2016-06,112286.0,111183.0,16349536.0,13773120.0,2681479.0,13756798.0,11705949.0
WN,2016-07,115208.0,112236.0,16512127.0,13756964.0,2641789.0,13949467.0,11871809.0
WN,2016-08,110775.0,110403.0,16296386.0,13098053.0,2631357.0,13386870.0,11341453.0
WN,2016-09,104083.0,103967.0,15400600.0,12468554.0,2273178.0,12448875.0,10579166.0
WN,2016-10,108278.0,107478.0,15938506.0,13162586.0,2227700.0,12945809.0,11001657.0
WN,2016-11,106924.0,106894.0,15855986.0,13055690.0,2738435.0,12925373.0,10990564.0
WN,2016-12,110806.0,109155.0,16215563.0,12939576.0,2714000.0,13485430.0,11412278.0
WN,2017-01,107785.0,105709.0,15678429.0,11373483.0,2753061.0,13064048.0,11045465.0
WN,2017-02,95741.0,94619.0,14038593.0,10692777.0,2442013.0,11584617.0,9848227.0
WN,2017-03,115144.0,113223.0,16816521.0,13645056.0,2740747.0,14083924.0,11989051.0
WN,2017-04,112223.0,111573.0,16581565.0,13511702.0,2816447.0,13913508.0,11875459.0
WN,2017-05,113239.0,112897.0,16742593.0,13804837.0,2498974.0,13802531.0,11705009.0
WN,2017-06,115235.0,114390.0,16999394.0,14353229.0,2807085.0,14143313.0,11952600.0
WN,2017-07,117975.0,117423.0,17489983.0,14696385.0,2763773.0,14542038.0,12262537.0
WN,2017-08,116158.0,113088.0,16859058.0,13767693.0,2795112.0,13894684.0,11646030.0
WN,2017-09,105614.0,102399.0,15286059.0,12081605.0,2468203.0,12140549.0,10226323.0
WN,2017-10,110262.0,109761.0,16473583.0,13644464.0,1939223.0,13025265.0,10972313.0
WN,2017-11,109016.0,108700.0,16329252.0,13657031.0,2204290.0,13022521.0,11042409.0
WN,2017-12,111052.0,110182.0,16572506.0,13395934.0,2163993.0,13436765.0,11325151.0
WN,2018-01,109676.0,107367.0,16173417.0,12038611.0,2239476.0,13069980.0,11003757.0
WN,2018-02,97017.0,95133.0,14339059.0,11241718.0,2147452.0,11690901.0,9840533.0
WN,2018-03,116420.0,114287.0,17229825.0,14284553.0,2273682.0,14199014.0,12045372.0
WN,2018-04,114116.0,113056.0,17052928.0,13779757.0,2378008.0,13978711.0,11836357.0
WN,2018-05,116849.0,115664.0,17443600.0,14446854.0,2300466.0,14207642.0,12004768.0
WN,2018-06,115939.0,115016.0,17296632.0,14645926.0,3205259.0,14253777.0,12051969.0
WN,2018-07,120114.0,118353.0,17801439.0,14843722.0,3100024.0,14730764.0,12443694.0
WN,2018-08,115534.0,113930.0,17146838.0,13977153.0,3251084.0,13915682.0,11724320.0
WN,2018-09,106972.0,106172.0,16013892.0,12537866.0,2947168.0,12820918.0,10833519.0
WN,2018-10,114663.0,114244.0,17226556.0,14089978.0,3037034.0,13861278.0,11711479.0
WN,2018-11,112224.0,111471.0,16879649.0,13946927.0,3294848.0,13811180.0,11677619.0
WN,2018-12,113027.0,112308.0,16996684.0,13549625.0,3348035.0,13963695.0,11790667.0
WN,2019-01,111312.0,107504.0,16330608.0,11900098.0,3292512.0,13276204.0,11123798.0
WN,2019-02,99500.0,95154.0,14468046.0,11319734.0,3051864.0,11868431.0,9927262.0
WN,2019-03,119413.0,114256.0,17255984.0,14325015.0,3250567.0,14227034.0,12058289.0
WN,2019-04,115401.0,110990.0,16729650.0,13742788.0,2547094.0,13635988.0,11566643.0
